"Reference","Qty","Value","DNP","Exclude from BOM","Exclude from Board","Exclude from Simulation","Exclude from Position Files","Footprint","Datasheet","Manufacturer","Tolerance","Voltage","MPN","Description"
"J2","1","Conn_01x10","","","","","${EXCLUDE_FROM_POS_FILES}","PCM_SparkFun-Connector:1x10_P2.54mm","","","","","","Basic 0.1"" PTH"
